Location,VR Internal Loc,Date,Time,Vehicle Count
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,04:30:00,13
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,04:30:00,18
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,04:30:00,8
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,04:30:00,35
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,04:45:00,16
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,04:45:00,13
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,04:45:00,6
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,04:45:00,23
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,05:00:00,14
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,05:00:00,20
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,05:00:00,5
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,05:00:00,30
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,05:15:00,21
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,05:15:00,19
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,05:15:00,6
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,05:15:00,15
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,05:30:00,18
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,05:30:00,22
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,05:30:00,6
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,05:30:00,19
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,05:45:00,15
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,05:45:00,28
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,05:45:00,9
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,05:45:00,16
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,06:00:00,13
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,06:00:00,24
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,06:00:00,10
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,06:00:00,11
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,06:15:00,36
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,06:15:00,34
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,06:15:00,4
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,06:15:00,17
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,06:30:00,46
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,06:30:00,51
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,06:30:00,10
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,06:30:00,24
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,06:45:00,36
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,06:45:00,44
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,06:45:00,15
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,06:45:00,26
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,07:00:00,36
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,07:00:00,32
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,07:00:00,13
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,07:00:00,18
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,07:15:00,53
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,07:15:00,45
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,07:15:00,18
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,07:15:00,23
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,07:30:00,55
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,07:30:00,38
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,07:30:00,19
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,07:30:00,22
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,07:45:00,65
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,07:45:00,71
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,07:45:00,39
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,07:45:00,19
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,08:00:00,68
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,08:00:00,40
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,08:00:00,32
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,08:00:00,25
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,08:15:00,87
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,08:15:00,59
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,08:15:00,32
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,08:15:00,32
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,08:30:00,113
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,08:30:00,59
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,08:30:00,43
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,08:30:00,20
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,08:45:00,120
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,08:45:00,70
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,08:45:00,58
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,08:45:00,41
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,09:00:00,117
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,09:00:00,61
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,09:00:00,63
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,09:00:00,41
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,09:15:00,149
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,09:15:00,99
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,09:15:00,75
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,09:15:00,65
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,09:30:00,157
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,09:30:00,111
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,09:30:00,65
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,09:30:00,42
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,09:45:00,192
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,09:45:00,91
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,09:45:00,86
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,09:45:00,64
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,10:00:00,178
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,10:00:00,114
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,10:00:00,91
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,10:00:00,67
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,10:15:00,215
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,10:15:00,106
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,10:15:00,91
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,10:15:00,66
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,10:30:00,215
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,10:30:00,115
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,10:30:00,93
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,10:30:00,76
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,10:45:00,184
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,10:45:00,128
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,10:45:00,103
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,10:45:00,91
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,11:00:00,223
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,11:00:00,129
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,11:00:00,104
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,11:00:00,98
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,11:15:00,208
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,11:15:00,178
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,11:15:00,118
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,11:15:00,105
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,11:30:00,243
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,11:30:00,150
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,11:30:00,111
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,11:30:00,113
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,11:45:00,242
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,11:45:00,152
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,11:45:00,118
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,11:45:00,128
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,12:00:00,238
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,12:00:00,142
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,12:00:00,144
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,12:00:00,122
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,12:15:00,239
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,12:15:00,167
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,12:15:00,128
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,12:15:00,131
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,12:30:00,238
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,12:30:00,158
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,12:30:00,126
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,12:30:00,134
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,12:45:00,197
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,12:45:00,157
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,12:45:00,111
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,12:45:00,121
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,13:00:00,208
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,13:00:00,151
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,13:00:00,137
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,13:00:00,117
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,13:15:00,227
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,13:15:00,162
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,13:15:00,133
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,13:15:00,143
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,13:30:00,203
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,13:30:00,158
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,13:30:00,108
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,13:30:00,112
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,13:45:00,238
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,13:45:00,161
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,13:45:00,99
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,13:45:00,141
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,14:00:00,224
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,14:00:00,143
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,14:00:00,104
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,14:00:00,134
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,14:15:00,231
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,14:15:00,168
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,14:15:00,110
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,14:15:00,96
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,14:30:00,215
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,14:30:00,150
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,14:30:00,130
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,14:30:00,99
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,14:45:00,200
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,14:45:00,158
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,14:45:00,107
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,14:45:00,127
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,15:00:00,224
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,15:00:00,148
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,15:00:00,101
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,15:00:00,137
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,15:15:00,227
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,15:15:00,137
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,15:15:00,98
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,15:15:00,131
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,15:30:00,222
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,15:30:00,138
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,15:30:00,105
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,15:30:00,143
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,15:45:00,266
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,15:45:00,185
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,15:45:00,107
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,15:45:00,139
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,16:00:00,245
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,16:00:00,190
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,16:00:00,117
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,16:00:00,120
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,16:15:00,260
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,16:15:00,157
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,16:15:00,125
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,16:15:00,164
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,16:30:00,233
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,16:30:00,208
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,16:30:00,119
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,16:30:00,167
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,16:45:00,229
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,16:45:00,190
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,16:45:00,109
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,16:45:00,182
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,17:00:00,254
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,17:00:00,198
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,17:00:00,105
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,17:00:00,176
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,17:15:00,246
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,17:15:00,226
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,17:15:00,132
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,17:15:00,175
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,17:30:00,237
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,17:30:00,212
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,17:30:00,96
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,17:30:00,183
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,17:45:00,218
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,17:45:00,207
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,17:45:00,114
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,17:45:00,148
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,18:00:00,217
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,18:00:00,195
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,18:00:00,106
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,18:00:00,155
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,18:15:00,210
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,18:15:00,170
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,18:15:00,92
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,18:15:00,135
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,18:30:00,202
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,18:30:00,155
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,18:30:00,95
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,18:30:00,138
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,18:45:00,157
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,18:45:00,178
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,18:45:00,97
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,18:45:00,116
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,19:00:00,142
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,19:00:00,136
BULLEEN_RD S of EASTERN_FWY_W_BD_RAMPS,5,2006-10-01,19:00:00,75
OFFRAMP_EASTERN_FWY W of BULLEEN_RD,7,2006-10-01,19:00:00,123
BULLEEN_RD N of THOMPSONS_RD,1,2006-10-01,19:15:00,102
OFFRAMP_EASTERN_FWY E of BULLEEN_RD,4,2006-10-01,19:15:00,103
